model_a,model_b,winner,category
o3-2025-04-16,grok-3-preview-02-24,model_a,coding
gpt-4.1-2025-04-14,gemini-2.5-pro-preview-05-06,model_a,other
chatgpt-4o-latest-20250326,mistral-small-3.1-24b-instruct-2503,model_a,other
mistral-medium-2505,gemini-2.5-pro,model_a,other
gemini-2.5-flash-preview-04-17,claude-3-7-sonnet-20250219-thinking-32k,model_a,coding
gpt-4.1-mini-2025-04-14,o3-2025-04-16,model_b,other
gemini-2.5-flash,chatgpt-4o-latest-20250326,model_b,coding
mistral-medium-2505,llama-3.3-70b-instruct,model_b,other
o4-mini-2025-04-16,claude-opus-4-20250514,model_a,coding
gpt-4.1-mini-2025-04-14,deepseek-r1-0528,model_b,other
chatgpt-4o-latest-20250326,claude-sonnet-4-20250514,model_a,other
o3-2025-04-16,llama-3.3-70b-instruct,model_a,coding
claude-sonnet-4-20250514,llama-4-maverick-17b-128e-instruct,model_a,coding
grok-3-mini-beta,gpt-4.1-mini-2025-04-14,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-opus-4-20250514,model_a,other
qwen3-235b-a22b,amazon-nova-experimental-chat-05-14,model_a,other
gemma-3-27b-it,qwen3-235b-a22b-no-thinking,model_b,coding
gemini-2.0-flash-001,claude-opus-4-20250514,model_b,other
gpt-4.1-mini-2025-04-14,claude-3-7-sonnet-20250219-thinking-32k,model_a,coding
amazon.nova-pro-v1:0,claude-sonnet-4-20250514,model_a,coding
o3-2025-04-16,deepseek-v3-0324,model_b,other
gemini-2.5-pro,deepseek-v3-0324,model_a,other
mistral-medium-2505,kimi-k2-0711-preview,model_b,other
qwen3-30b-a3b,gemini-2.0-flash-001,model_b,other
o4-mini-2025-04-16,qwen-max-2025-01-25,model_a,coding
chatgpt-4o-latest-20250326,gemini-2.5-flash-preview-04-17,model_b,other
claude-opus-4-20250514,mistral-medium-2505,model_a,other
llama-4-scout-17b-16e-instruct,o3-2025-04-16,model_b,other
claude-sonnet-4-20250514,o3-2025-04-16,model_a,other
grok-3-mini-beta,claude-opus-4-20250514,model_b,other
llama-4-maverick-03-26-experimental,o3-2025-04-16,model_a,coding
chatgpt-4o-latest-20250326,mistral-medium-2505,model_a,other
gemma-3-27b-it,hunyuan-turbos-20250416,model_a,other
gemini-2.5-pro-preview-05-06,o4-mini-2025-04-16,model_b,other
grok-4-0709,qwen3-30b-a3b,model_a,coding
claude-opus-4-20250514,chatgpt-4o-latest-20250326,model_b,coding
llama-4-maverick-17b-128e-instruct,claude-3-5-haiku-20241022,model_a,coding
qwen3-235b-a22b-no-thinking,claude-3-7-sonnet-20250219,model_a,other
gemini-2.5-flash,claude-opus-4-20250514,model_a,other
command-a-03-2025,o4-mini-2025-04-16,model_b,other
deepseek-r1-0528,chatgpt-4o-latest-20250326,model_a,other
o3-mini,command-a-03-2025,model_a,other
mistral-medium-2505,minimax-m1,model_a,other
claude-3-5-haiku-20241022,gemini-2.0-flash-001,model_b,other
qwen3-30b-a3b,deepseek-r1-0528,model_a,other
qwen3-30b-a3b,chatgpt-4o-latest-20250326,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-opus-4-20250514,model_b,other
grok-3-preview-02-24,gpt-4o-mini-2024-07-18,model_a,other
chatgpt-4o-latest-20250326,claude-opus-4-20250514,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-pro-preview-05-06,model_b,coding
claude-sonnet-4-20250514,qwen-max-2025-01-25,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,qwen3-30b-a3b,model_a,other
mistral-medium-2505,gpt-4.1-2025-04-14,model_a,coding
mistral-small-3.1-24b-instruct-2503,mistral-small-2506,model_b,coding
llama-4-scout-17b-16e-instruct,o4-mini-2025-04-16,model_b,other
claude-sonnet-4-20250514-thinking-32k,mistral-medium-2505,model_b,other
amazon-nova-experimental-chat-05-14,o3-2025-04-16,model_b,other
o3-2025-04-16,claude-opus-4-20250514,model_a,coding
minimax-m1,hunyuan-turbos-20250416,model_b,coding
claude-sonnet-4-20250514-thinking-32k,qwq-32b,model_a,coding
mistral-medium-2505,minimax-m1,model_a,other
o4-mini-2025-04-16,qwq-32b,model_a,coding
llama-3.3-70b-instruct,gemini-2.5-flash,model_a,coding
command-a-03-2025,llama-4-maverick-17b-128e-instruct,model_b,other
qwen3-235b-a22b-no-thinking,mistral-small-2506,model_a,other
claude-sonnet-4-20250514,mistral-medium-2505,model_a,coding
claude-sonnet-4-20250514,o3-2025-04-16,model_b,coding
qwen3-235b-a22b,claude-opus-4-20250514,model_a,other
o3-mini,llama-4-maverick-03-26-experimental,model_a,other
claude-sonnet-4-20250514-thinking-32k,claude-3-5-haiku-20241022,model_a,coding
o4-mini-2025-04-16,grok-3-preview-02-24,model_a,coding
command-a-03-2025,grok-3-preview-02-24,model_b,other
magistral-medium-2506,claude-opus-4-20250514,model_b,other
mistral-small-2506,gemma-3n-e4b-it,model_a,other
gemini-2.5-pro-preview-05-06,claude-opus-4-20250514,model_a,coding
gemma-3-27b-it,claude-sonnet-4-20250514,model_a,other
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219,model_b,coding
claude-sonnet-4-20250514-thinking-32k,minimax-m1,model_a,other
claude-opus-4-20250514,grok-3-mini-high,model_b,coding
o4-mini-2025-04-16,claude-opus-4-20250514,model_a,coding
gemini-2.5-pro,llama-4-maverick-03-26-experimental,model_a,other
amazon-nova-experimental-chat-05-14,deepseek-r1-0528,model_b,other
amazon-nova-experimental-chat-05-14,claude-3-5-sonnet-20241022,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,claude-sonnet-4-20250514,model_b,coding
llama-4-scout-17b-16e-instruct,deepseek-r1-0528,model_a,coding
gemma-3-27b-it,claude-opus-4-20250514-thinking-16k,model_b,other
kimi-k2-0711-preview,claude-3-5-haiku-20241022,model_a,other
gemini-2.5-flash-preview-04-17,gemma-3n-e4b-it,model_b,coding
o3-2025-04-16,qwen-max-2025-01-25,model_b,coding
gemini-2.5-pro,gemini-2.5-pro-preview-05-06,model_b,other
gemini-2.5-pro,gpt-4.1-mini-2025-04-14,model_b,coding
chatgpt-4o-latest-20250326,claude-opus-4-20250514-thinking-16k,model_a,other
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,deepseek-r1-0528,model_b,other
gemini-2.5-flash-preview-04-17,claude-opus-4-20250514,model_b,coding
gemini-2.5-pro,gemini-2.0-flash-001,model_a,other
qwen3-235b-a22b-no-thinking,grok-3-preview-02-24,model_b,coding
minimax-m1,amazon.nova-pro-v1:0,model_a,other
o3-2025-04-16,chatgpt-4o-latest-20250326,model_a,coding
deepseek-r1-0528,gemini-2.5-flash,model_b,other
grok-3-mini-beta,claude-sonnet-4-20250514-thinking-32k,model_a,coding
o4-mini-2025-04-16,gemini-2.5-pro-preview-03-25,model_a,coding
command-a-03-2025,llama-4-maverick-03-26-experimental,model_b,coding
kimi-k2-0711-preview,o4-mini-2025-04-16,model_a,other
llama-4-maverick-17b-128e-instruct,o4-mini-2025-04-16,model_a,other
grok-3-mini-high,claude-3-5-sonnet-20241022,model_a,coding
claude-opus-4-20250514,o4-mini-2025-04-16,model_b,other
kimi-k2-0711-preview,amazon.nova-pro-v1:0,model_b,other
mistral-medium-2505,claude-opus-4-20250514,model_b,coding
claude-opus-4-20250514-thinking-16k,claude-3-5-sonnet-20241022,model_a,other
claude-3-5-haiku-20241022,gemini-2.0-flash-001,model_b,other
deepseek-r1-0528,gemini-2.5-flash,model_b,other
claude-sonnet-4-20250514-thinking-32k,o3-2025-04-16,model_b,other
minimax-m1,llama-4-scout-17b-16e-instruct,model_b,other
gemini-2.0-flash-001,magistral-medium-2506,model_b,other
gemma-3-27b-it,o3-2025-04-16,model_a,other
o3-mini,gpt-4.1-mini-2025-04-14,model_a,other
claude-3-5-haiku-20241022,o3-2025-04-16,model_a,other
deepseek-v3-0324,gemini-2.5-pro-preview-05-06,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,deepseek-r1-0528,model_b,other
qwen3-235b-a22b,claude-opus-4-20250514,model_a,other
deepseek-r1-0528,grok-3-mini-beta,model_a,other
qwq-32b,o3-2025-04-16,model_b,coding
command-a-03-2025,gemini-2.5-pro,model_b,coding
mistral-medium-2505,llama-3.3-70b-instruct,model_b,coding
llama-4-maverick-17b-128e-instruct,o3-mini,model_a,coding
claude-opus-4-20250514,command-a-03-2025,model_a,coding
claude-sonnet-4-20250514,grok-3-preview-02-24,model_a,other
deepseek-r1-0528,command-a-03-2025,model_a,other
llama-4-maverick-17b-128e-instruct,o4-mini-2025-04-16,model_b,other
gemini-2.0-flash-001,o3-mini,model_b,other
claude-3-7-sonnet-20250219,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
grok-3-preview-02-24,qwen3-30b-a3b,model_b,coding
llama-3.3-70b-instruct,o4-mini-2025-04-16,model_b,coding
qwen3-30b-a3b,gemini-2.5-pro,model_b,other
minimax-m1,gemma-3-27b-it,model_a,other
gemini-2.5-pro,claude-3-7-sonnet-20250219,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,qwen3-30b-a3b,model_a,coding
gemini-2.5-flash,llama-4-maverick-17b-128e-instruct,model_a,other
deepseek-r1-0528,claude-3-5-haiku-20241022,model_a,other
chatgpt-4o-latest-20250326,llama-3.3-70b-instruct,model_a,other
deepseek-v3-0324,deepseek-r1-0528,model_b,other
claude-sonnet-4-20250514,chatgpt-4o-latest-20250326,model_a,coding
gemini-2.5-pro,amazon.nova-pro-v1:0,model_a,coding
gpt-4.1-2025-04-14,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
grok-3-mini-beta,claude-opus-4-20250514,model_a,other
grok-3-preview-02-24,command-a-03-2025,model_b,other
command-a-03-2025,claude-3-5-haiku-20241022,model_a,other
llama-4-maverick-03-26-experimental,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,coding
command-a-03-2025,gemini-2.5-pro,model_b,other
claude-sonnet-4-20250514,grok-3-mini-beta,model_b,other
gpt-4.1-2025-04-14,claude-sonnet-4-20250514,model_a,other
claude-3-5-haiku-20241022,kimi-k2-0711-preview,model_a,coding
deepseek-r1-0528,magistral-medium-2506,model_a,other
gemini-2.5-pro,grok-3-preview-02-24,model_a,other
gpt-4.1-mini-2025-04-14,grok-3-mini-beta,model_b,other
deepseek-v3-0324,claude-sonnet-4-20250514-thinking-32k,model_a,other
amazon.nova-pro-v1:0,claude-sonnet-4-20250514,model_a,other
qwen3-235b-a22b-no-thinking,gpt-4.1-2025-04-14,model_b,other
qwen3-235b-a22b-no-thinking,claude-3-7-sonnet-20250219,model_b,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,grok-3-preview-02-24,model_b,other
gemini-2.5-flash,grok-3-mini-beta,model_a,other
qwen3-235b-a22b-no-thinking,claude-sonnet-4-20250514,model_a,other
o3-mini,gpt-4.1-2025-04-14,model_a,other
gemma-3-27b-it,claude-opus-4-20250514-thinking-16k,model_b,other
qwen3-235b-a22b-no-thinking,llama-4-scout-17b-16e-instruct,model_a,other
gpt-4.1-mini-2025-04-14,chatgpt-4o-latest-20250326,model_b,other
chatgpt-4o-latest-20250326,gpt-4.1-mini-2025-04-14,model_a,coding
qwen3-235b-a22b,claude-sonnet-4-20250514,model_a,other
llama-3.3-70b-instruct,gemma-3-27b-it,model_b,other
claude-opus-4-20250514,amazon-nova-experimental-chat-05-14,model_b,other
amazon-nova-experimental-chat-05-14,claude-3-5-sonnet-20241022,model_a,other
claude-3-5-haiku-20241022,gemini-2.5-pro,model_b,other
amazon.nova-pro-v1:0,minimax-m1,model_b,other
llama-4-maverick-17b-128e-instruct,o3-2025-04-16,model_b,other
o4-mini-2025-04-16,minimax-m1,model_a,coding
gemma-3-27b-it,qwen3-30b-a3b,model_a,coding
llama-4-maverick-03-26-experimental,qwen3-235b-a22b-no-thinking,model_b,other
chatgpt-4o-latest-20250326,o4-mini-2025-04-16,model_a,coding
gpt-4.1-mini-2025-04-14,chatgpt-4o-latest-20250326,model_b,other
o3-2025-04-16,claude-3-5-haiku-20241022,model_a,other
gemini-2.5-pro-preview-03-25,gemma-3-27b-it,model_a,other
minimax-m1,gemma-3n-e4b-it,model_b,other
gpt-4.1-2025-04-14,gemma-3-27b-it,model_a,other
chatgpt-4o-latest-20250326,claude-opus-4-20250514,model_a,other
claude-3-5-sonnet-20241022,qwen3-235b-a22b-instruct-2507,model_a,other
llama-4-maverick-17b-128e-instruct,qwen3-235b-a22b,model_b,coding
command-a-03-2025,mistral-medium-2505,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,grok-3-mini-beta,model_b,other
mistral-medium-2505,grok-4-0709,model_b,coding
claude-sonnet-4-20250514,qwen3-235b-a22b-no-thinking,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-opus-4-20250514-thinking-16k,model_b,other
gemini-2.0-flash-001,llama-3.3-70b-instruct,model_a,other
mistral-medium-2505,amazon.nova-pro-v1:0,model_a,other
llama-4-maverick-17b-128e-instruct,gemini-2.5-pro,model_b,other
claude-opus-4-20250514,grok-3-mini-beta,model_a,other
gemini-2.5-flash,grok-3-preview-02-24,model_b,other
gemma-3-27b-it,command-a-03-2025,model_a,other
mistral-medium-2505,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
claude-3-5-haiku-20241022,qwen3-235b-a22b-no-thinking,model_b,other
grok-3-mini-beta,o3-2025-04-16,model_b,other
chatgpt-4o-latest-20250326,llama-4-maverick-17b-128e-instruct,model_b,other
claude-3-5-sonnet-20241022,gpt-4.1-mini-2025-04-14,model_b,other
gpt-4.1-2025-04-14,llama-4-maverick-03-26-experimental,model_b,coding
grok-3-preview-02-24,claude-opus-4-20250514,model_b,coding
llama-4-maverick-03-26-experimental,grok-3-preview-02-24,model_b,coding
gpt-4.1-2025-04-14,gemini-2.0-flash-001,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,mistral-small-3.1-24b-instruct-2503,model_a,other
qwen-max-2025-01-25,o4-mini-2025-04-16,model_b,other
claude-3-5-haiku-20241022,qwen-max-2025-01-25,model_b,other
o3-2025-04-16,llama-4-maverick-17b-128e-instruct,model_a,coding
amazon-nova-experimental-chat-05-14,qwq-32b,model_b,other
qwq-32b,claude-3-7-sonnet-20250219,model_b,other
mistral-medium-2505,amazon-nova-experimental-chat-05-14,model_a,other
gemma-3n-e4b-it,grok-3-mini-beta,model_a,other
mistral-medium-2505,claude-3-5-sonnet-20241022,model_a,other
claude-3-5-sonnet-20241022,claude-3-5-haiku-20241022,model_b,other
claude-opus-4-20250514,gemini-2.5-pro,model_a,other
gemini-2.5-flash-preview-04-17,grok-3-preview-02-24,model_b,other
magistral-medium-2506,claude-sonnet-4-20250514,model_b,other
minimax-m1,o4-mini-2025-04-16,model_b,coding
grok-3-preview-02-24,gpt-4.1-2025-04-14,model_b,other
grok-3-mini-beta,claude-opus-4-20250514,model_a,other
mistral-medium-2505,claude-opus-4-20250514,model_a,other
gemini-2.5-flash,command-a-03-2025,model_b,other
claude-opus-4-20250514-thinking-16k,llama-4-scout-17b-16e-instruct,model_b,coding
claude-opus-4-20250514,gemma-3-27b-it,model_b,coding
amazon.nova-pro-v1:0,claude-3-5-haiku-20241022,model_a,other
deepseek-v3-0324,grok-3-preview-02-24,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,deepseek-v3-0324,model_b,other
gemini-2.5-flash-preview-04-17,grok-3-mini-beta,model_b,other
minimax-m1,o3-mini,model_a,other
gpt-4.1-mini-2025-04-14,claude-3-5-sonnet-20241022,model_a,coding
gpt-4.1-mini-2025-04-14,claude-sonnet-4-20250514-thinking-32k,model_a,other
amazon.nova-pro-v1:0,gemini-2.5-flash-preview-04-17,model_b,coding
o4-mini-2025-04-16,magistral-medium-2506,model_b,other
mistral-small-2506,amazon.nova-pro-v1:0,model_a,other
o4-mini-2025-04-16,deepseek-v3-0324,model_a,other
mistral-medium-2505,grok-3-mini-beta,model_a,other
llama-3.3-70b-instruct,deepseek-v3-0324,model_b,coding
claude-sonnet-4-20250514,o4-mini-2025-04-16,model_a,coding
mistral-medium-2505,deepseek-v3-0324,model_b,coding
gemini-2.5-flash,grok-3-mini-beta,model_a,other
mistral-medium-2505,claude-sonnet-4-20250514,model_a,coding
mistral-medium-2505,o3-mini,model_a,coding
chatgpt-4o-latest-20250326,claude-3-7-sonnet-20250219-thinking-32k,model_a,coding
qwen3-235b-a22b,claude-sonnet-4-20250514-thinking-32k,model_b,other
hunyuan-turbos-20250416,kimi-k2-0711-preview,model_b,other
gpt-4o-mini-2024-07-18,o3-mini,model_b,other
grok-3-mini-beta,claude-3-5-sonnet-20241022,model_b,other
o3-2025-04-16,qwq-32b,model_a,other
grok-3-preview-02-24,gpt-4.1-mini-2025-04-14,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,qwen3-235b-a22b-no-thinking,model_b,other
claude-sonnet-4-20250514-thinking-32k,amazon.nova-pro-v1:0,model_a,other
claude-sonnet-4-20250514-thinking-32k,gemma-3n-e4b-it,model_a,other
o3-mini,claude-sonnet-4-20250514-thinking-32k,model_b,coding
claude-3-5-sonnet-20241022,gpt-4.1-mini-2025-04-14,model_b,other
qwen-max-2025-01-25,claude-3-7-sonnet-20250219,model_b,other
claude-sonnet-4-20250514,amazon.nova-pro-v1:0,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,coding
qwq-32b,grok-3-preview-02-24,model_b,other
claude-3-5-sonnet-20241022,qwq-32b,model_a,other
gemini-2.5-flash,llama-4-maverick-03-26-experimental,model_a,other
qwen3-235b-a22b-instruct-2507,qwq-32b,model_a,other
chatgpt-4o-latest-20250326,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,model_b,coding
command-a-03-2025,gemini-2.5-flash,model_b,other
gemini-2.0-flash-001,amazon-nova-experimental-chat-05-14,model_b,other
claude-sonnet-4-20250514-thinking-32k,o4-mini-2025-04-16,model_b,other
qwen-max-2025-01-25,gemini-2.5-flash,model_b,coding
command-a-03-2025,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
claude-opus-4-20250514-thinking-16k,grok-3-preview-02-24,model_b,other
gemini-2.5-flash-preview-04-17,claude-3-5-haiku-20241022,model_a,other
claude-opus-4-20250514,gemini-2.5-pro-preview-05-06,model_b,other
deepseek-r1-0528,qwen3-235b-a22b-no-thinking,model_b,other
o3-2025-04-16,gpt-4.1-mini-2025-04-14,model_a,other
qwen3-235b-a22b-no-thinking,o3-2025-04-16,model_a,coding
claude-opus-4-20250514-thinking-16k,o3-mini,model_a,other
deepseek-v3-0324,gemini-2.0-flash-001,model_b,coding
llama-4-maverick-03-26-experimental,minimax-m1,model_b,other
mistral-medium-2505,magistral-medium-2506,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,claude-3-5-sonnet-20241022,model_a,other
mistral-small-2506,qwen-max-2025-01-25,model_b,other
gemini-2.5-flash,chatgpt-4o-latest-20250326,model_b,coding
gemini-2.0-flash-001,qwq-32b,model_b,other
mistral-medium-2505,amazon.nova-pro-v1:0,model_b,other
claude-3-7-sonnet-20250219,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
grok-4-0709,o3-mini,model_a,coding
grok-3-preview-02-24,minimax-m1,model_a,other
llama-3.3-70b-instruct,o4-mini-2025-04-16,model_b,other
claude-3-5-haiku-20241022,deepseek-v3-0324,model_b,other
claude-3-5-sonnet-20241022,claude-sonnet-4-20250514,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,o4-mini-2025-04-16,model_a,other
qwen3-235b-a22b,grok-4-0709,model_b,other
qwen3-235b-a22b-no-thinking,o4-mini-2025-04-16,model_b,other
llama-4-maverick-17b-128e-instruct,gpt-4.1-2025-04-14,model_a,coding
gemma-3-27b-it,qwen-max-2025-01-25,model_a,other
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_b,other
minimax-m1,mistral-small-3.1-24b-instruct-2503,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,gpt-4.1-mini-2025-04-14,model_b,other
gpt-4o-2024-11-20,gemma-3-27b-it,model_b,other
llama-3.3-70b-instruct,claude-sonnet-4-20250514,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,amazon-nova-experimental-chat-05-14,model_b,other
qwen3-235b-a22b,mistral-small-3.1-24b-instruct-2503,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,command-a-03-2025,model_a,other
gpt-4.1-mini-2025-04-14,qwq-32b,model_b,other
mistral-medium-2505,qwen3-235b-a22b-no-thinking,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,o4-mini-2025-04-16,model_b,other
qwen3-235b-a22b,claude-opus-4-20250514,model_a,other
o3-2025-04-16,gpt-4.1-2025-04-14,model_b,coding
deepseek-v3-0324,claude-3-5-haiku-20241022,model_a,other
deepseek-v3-0324,mistral-medium-2505,model_b,other
qwq-32b,gemini-2.0-flash-001,model_a,other
qwen-max-2025-01-25,llama-4-maverick-17b-128e-instruct,model_a,other
o3-mini,llama-3.3-70b-instruct,model_b,other
gemini-2.5-flash,gemini-2.5-flash-preview-04-17,model_a,other
grok-3-mini-high,llama-3.3-70b-instruct,model_a,other
mistral-medium-2505,grok-3-preview-02-24,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,gemini-2.5-pro,model_b,other
gemini-2.5-flash,llama-4-maverick-03-26-experimental,model_b,coding
o3-2025-04-16,gpt-4.1-2025-04-14,model_b,other
o3-mini,gemini-2.0-flash-001,model_b,coding
qwen-max-2025-01-25,claude-sonnet-4-20250514,model_b,coding
claude-sonnet-4-20250514,claude-opus-4-20250514-thinking-16k,model_b,other
kimi-k2-0711-preview,qwen-max-2025-01-25,model_b,other
gemini-2.5-flash-preview-04-17,command-a-03-2025,model_a,coding
